"Player","Season","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"MIKAEL.BACKLUND","2017-2018","CGY","C",52,702.35,796,628,168,55.9,68,53.65,583,485,98,54.59,49.8,41.43,407,343,64,54.27,34.77,29.3,23,32,-9,41.82,1.96,2.73,28.84,24.83,4.01,53.74,2.46,2.12,44,46,2,3.76,3.93,5.65,90.67,3.95,93.4,4.95,94.88,-1,-1.48,96.32,99.83,-3.51
"MIKAEL.GRANLUND","2017-2018","MIN","C",47,625.77,582,561,21,50.92,55.8,53.79,443,415,28,51.63,42.48,39.79,335,296,39,53.09,32.12,28.38,25,22,3,53.19,2.4,2.11,25.53,16.46,9.07,60.8,2.45,1.58,30,26,-4,2.88,2.49,7.46,92.57,5.64,94.7,5.76,96.03,-0.12,-1.33,100.03,101.8,-1.77
"MIKA.ZIBANEJAD","2017-2018","NYR","C",44,557.25,553,554,-1,49.95,59.54,59.65,423,416,7,50.42,45.55,44.79,310,285,25,52.1,33.38,30.69,19,30,-11,38.78,2.05,3.23,26.24,23.74,2.5,52.5,2.83,2.56,19,34,15,2.05,3.66,6.13,89.47,4.49,92.79,6.2,94.29,-1.71,-1.5,95.6,100.5,-4.89
"MIKE.CAMMALLERI","2017-2018","L.A/EDM","L",44,501.82,445,485,-40,47.85,53.21,57.99,337,338,-1,49.93,40.29,40.41,249,240,9,50.92,29.77,28.7,19,20,-1,48.72,2.27,2.39,18.24,17.83,0.41,50.57,2.18,2.13,24,27,3,2.87,3.23,7.63,91.67,5.64,94.08,5.41,94.72,0.23,-0.64,99.3,100.14,-0.84
"MIKE.GREEN","2017-2018","DET","D",50,949.45,828,926,-98,47.21,52.33,58.52,641,692,-51,48.09,40.51,43.73,465,503,-38,48.04,29.39,31.79,33,36,-3,47.83,2.09,2.28,34.26,38.84,-4.58,46.87,2.17,2.45,53,49,-4,3.35,3.1,7.1,92.84,5.15,94.8,5.34,94.39,-0.2,0.41,99.94,99.73,0.21
"MIKE.HOFFMAN","2017-2018","OTT","C",51,706.55,689,738,-49,48.28,58.51,62.67,521,536,-15,49.29,44.24,45.52,367,390,-23,48.48,31.17,33.12,28,34,-6,45.16,2.38,2.89,26.21,33.14,-6.93,44.16,2.23,2.81,37,44,7,3.14,3.74,7.63,91.28,5.37,93.66,5.03,93.82,0.34,-0.16,98.91,98.85,0.06
"MIKE.MATHESON","2017-2018","FLA","D",49,840.48,808,814,-6,49.82,57.68,58.11,639,612,27,51.08,45.62,43.69,482,473,9,50.47,34.41,33.77,33,40,-7,45.21,2.36,2.86,31.4,36.74,-5.34,46.08,2.24,2.62,64,77,13,4.57,5.5,6.85,91.54,5.16,93.46,4.91,94,0.25,-0.53,98.39,98.91,-0.52
"MIKE.REILLY","2017-2018","MIN","D",33,343.3,247,358,-111,40.83,43.17,62.57,195,269,-74,42.03,34.08,47.01,149,192,-43,43.7,26.04,33.56,9,14,-5,39.13,1.57,2.45,10.29,12.96,-2.67,44.26,1.8,2.27,28,17,-11,4.89,2.97,6.04,92.71,4.62,94.8,5.28,95.18,-0.66,-0.39,98.75,100.46,-1.71
"MIKHAIL.SERGACHEV","2017-2018","T.B","D",51,678.65,727,645,82,52.99,64.27,57.02,548,489,59,52.84,48.45,43.23,398,371,27,51.76,35.19,32.8,34,23,11,59.65,3.01,2.03,27.82,24.57,3.25,53.1,2.46,2.17,51,53,2,4.51,4.69,8.54,93.8,6.2,95.3,5.08,94.98,1.13,0.32,102.34,100.05,2.29
"MIKKEL.BOEDKER","2017-2018","S.J","L",44,494.05,453,476,-23,48.76,55.01,57.81,342,353,-11,49.21,41.53,42.87,247,262,-15,48.53,30,31.82,15,14,1,51.72,1.82,1.7,20.07,18.69,1.38,51.78,2.44,2.27,22,29,7,2.67,3.52,6.07,94.66,4.39,96.03,5.87,94.71,-1.48,1.33,100.73,100.57,0.16
"MIKKO.KOIVU","2017-2018","MIN","C",52,672.2,594,592,2,50.08,53.02,52.84,454,424,30,51.71,40.52,37.85,341,311,30,52.3,30.44,27.76,21,23,-2,47.73,1.87,2.05,24.94,16.27,8.67,60.52,2.23,1.45,39,34,-5,3.48,3.03,6.16,92.6,4.63,94.58,5.49,96.16,-0.87,-1.59,98.76,101.66,-2.89
"MIKKO.RANTANEN","2017-2018","COL","R",51,703.33,688,654,34,51.27,58.69,55.79,504,481,23,51.17,43,41.03,364,355,9,50.63,31.05,30.28,39,30,9,56.52,3.33,2.56,26.43,25.19,1.24,51.2,2.25,2.15,53,61,8,4.52,5.2,10.71,91.55,7.74,93.76,5.24,94.76,2.49,-1,102.26,100.01,2.26
"MILAN.LUCIC","2017-2018","EDM","L",51,685.97,702,659,43,51.58,61.4,57.64,523,482,41,52.04,45.75,42.16,370,367,3,50.2,32.36,32.1,32,26,6,55.17,2.8,2.27,29.93,29.07,0.86,50.73,2.62,2.54,50,35,-15,4.37,3.06,8.65,92.92,6.12,94.61,5.72,93.97,0.4,0.64,101.56,99.69,1.87
"MILES.WOOD","2017-2018","N.J","L",50,575.77,558,549,9,50.41,58.15,57.21,438,403,35,52.08,45.64,42,287,286,1,50.09,29.91,29.8,23,22,1,51.11,2.4,2.29,25.13,22.08,3.05,53.23,2.62,2.3,42,38,-4,4.38,3.96,8.01,92.31,5.25,94.54,5.74,94.52,-0.49,0.02,100.32,100.26,0.06
"MIRCO.MUELLER","2017-2018","N.J","D",16,215.22,165,204,-39,44.72,46,56.87,123,158,-35,43.77,34.29,44.05,87,113,-26,43.5,24.25,31.5,8,9,-1,47.06,2.23,2.51,7.92,8.28,-0.36,48.89,2.21,2.31,19,12,-7,5.3,3.35,9.2,92.04,6.5,94.3,6.44,94.76,0.07,-0.46,101.23,101.2,0.03
"MITCH.MARNER","2017-2018","TOR","C",55,688.33,708,647,61,52.25,61.71,56.4,518,508,10,50.49,45.15,44.28,369,378,-9,49.4,32.16,32.95,27,28,-1,49.09,2.35,2.44,32.94,26.64,6.3,55.29,2.87,2.32,37,35,-2,3.23,3.05,7.32,92.59,5.21,94.49,6.36,94.76,-1.15,-0.27,99.91,101.11,-1.21
"MORGAN.RIELLY","2017-2018","TOR","D",49,825.05,857,817,40,51.19,62.32,59.41,641,622,19,50.75,46.62,45.23,460,445,15,50.83,33.45,32.36,37,34,3,52.11,2.69,2.47,39.84,38.42,1.42,50.91,2.9,2.79,37,47,10,2.69,3.42,8.04,92.36,5.77,94.53,6.22,93.82,-0.44,0.71,100.4,100.04,0.36
"NAIL.YAKUPOV","2017-2018","COL","R",45,403.82,358,365,-7,49.52,53.19,54.23,259,282,-23,47.87,38.48,41.9,189,206,-17,47.85,28.08,30.61,21,14,7,60,3.12,2.08,13.14,12.18,0.96,51.9,1.95,1.81,45,34,-11,6.69,5.05,11.11,93.2,8.11,95.04,5.07,95.68,3.03,-0.65,104.31,100.75,3.56
"NATE.PROSSER","2017-2018","MIN/STL","D",28,332.92,245,338,-93,42.02,44.15,60.92,178,240,-62,42.58,32.08,43.25,131,147,-16,47.12,23.61,26.49,8,6,2,57.14,1.44,1.08,10.71,10.59,0.12,50.28,1.93,1.91,22,22,0,3.96,3.96,6.11,95.92,4.49,97.5,6.02,95.59,-1.52,1.91,102.03,101.6,0.42
"NATE.SCHMIDT","2017-2018","VGK","D",52,894.92,888,876,12,50.34,59.54,58.73,664,640,24,50.92,44.52,42.91,475,450,25,51.35,31.85,30.17,41,34,7,54.67,2.75,2.28,35.67,32.93,2.74,52,2.39,2.21,37,50,13,2.48,3.35,8.63,92.44,6.17,94.69,5.37,94.85,0.8,-0.17,101.08,100.23,0.85
"NATE.THOMPSON","2017-2018","OTT","C",43,422.2,314,404,-90,43.73,44.62,57.41,236,272,-36,46.46,33.54,38.65,170,194,-24,46.7,24.16,27.57,14,19,-5,42.42,1.99,2.7,10.23,15.43,-5.2,39.87,1.45,2.19,29,23,-6,4.12,3.27,8.24,90.21,5.93,93.01,4.33,94.33,1.6,-1.31,98.44,98.66,-0.22
"NATHAN.BEAULIEU","2017-2018","BUF","D",34,476.47,449,422,27,51.55,56.54,53.14,345,330,15,51.11,43.44,41.56,267,245,22,52.15,33.62,30.85,17,24,-7,41.46,2.14,3.02,15.57,18.46,-2.89,45.75,1.96,2.32,29,41,12,3.65,5.16,6.37,90.2,4.93,92.73,4.51,94.41,0.41,-1.68,96.57,98.92,-2.35
"NATHAN.MACKINNON","2017-2018","COL","C",49,698.27,688,656,32,51.19,59.12,56.37,513,490,23,51.15,44.08,42.1,377,360,17,51.15,32.39,30.93,44,32,12,57.89,3.78,2.75,26.58,26.57,0.01,50.01,2.28,2.28,53,56,3,4.55,4.81,11.67,91.11,8.58,93.47,5.18,94.58,3.4,-1.11,102.78,99.76,3.02
"NATHAN.WALKER","2017-2018","WSH/EDM","L",9,77.82,59,72,-13,45.04,45.49,55.51,41,55,-14,42.71,31.61,42.41,23,35,-12,39.66,17.73,26.99,3,2,1,60,2.31,1.54,1.66,3.47,-1.81,32.36,1.28,2.68,5,8,3,3.86,6.17,13.04,94.29,7.32,96.36,4.05,93.69,3.27,2.67,107.33,97.74,9.59
"NAZEM.KADRI","2017-2018","TOR","C",53,713.02,701,761,-60,47.95,58.99,64.04,519,583,-64,47.1,43.67,49.06,369,402,-33,47.86,31.05,33.83,27,24,3,52.94,2.27,2.02,30.57,32.12,-1.55,48.76,2.57,2.7,45,42,-3,3.79,3.53,7.32,94.03,5.2,95.88,5.89,94.49,-0.69,1.39,101.35,100.38,0.97
"NIC.DOWD","2017-2018","L.A/VAN","C",36,357.38,285,327,-42,46.57,47.85,54.9,210,242,-32,46.46,35.26,40.63,150,168,-18,47.17,25.18,28.21,4,12,-8,25,0.67,2.01,9.57,13.14,-3.57,42.14,1.61,2.21,32,16,-16,5.37,2.69,2.67,92.86,1.9,95.04,4.56,94.57,-2.65,0.47,95.52,99.13,-3.6
"NICHOLAS.BAPTISTE","2017-2018","BUF","R",8,68.25,44,61,-17,41.9,38.68,53.63,36,44,-8,45,31.65,38.68,26,34,-8,43.33,22.86,29.89,1,0,1,100,0.88,0,1.32,1.92,-0.6,40.74,1.16,1.69,5,8,3,4.4,7.03,3.85,100,2.78,100,3.67,95.64,-0.89,4.36,103.85,99.3,4.54
"NICK.BJUGSTAD","2017-2018","FLA","C",50,628,644,609,35,51.4,61.53,58.18,500,472,28,51.44,47.77,45.1,358,356,2,50.14,34.2,34.01,26,28,-2,48.15,2.48,2.68,25.37,25.9,-0.53,49.48,2.42,2.47,37,31,-6,3.54,2.96,7.26,92.13,5.2,94.07,5.07,94.51,0.13,-0.44,99.4,99.59,-0.19
"NICK.BONINO","2017-2018","NSH","C",40,491.6,416,494,-78,45.71,50.77,60.29,318,369,-51,46.29,38.81,45.04,239,264,-25,47.51,29.17,32.22,20,21,-1,48.78,2.44,2.56,16.79,20.77,-3.98,44.7,2.05,2.53,31,25,-6,3.78,3.05,8.37,92.05,6.29,94.31,5.28,94.37,1.01,-0.06,100.41,99.65,0.76
"NICK.COUSINS","2017-2018","ARI","C",41,459.9,428,441,-13,49.25,55.84,57.53,306,331,-25,48.04,39.92,43.18,222,220,2,50.23,28.96,28.7,14,20,-6,41.18,1.83,2.61,16.12,17.55,-1.43,47.88,2.1,2.29,24,29,5,3.13,3.78,6.31,90.91,4.58,93.96,5.27,94.7,-0.69,-0.74,97.22,99.97,-2.75
"NICK.FOLIGNO","2017-2018","CBJ","L",52,736.58,657,691,-34,48.74,53.52,56.29,501,495,6,50.3,40.81,40.32,356,357,-1,49.93,29,29.08,22,25,-3,46.81,1.79,2.04,26.6,27.59,-0.99,49.09,2.17,2.25,35,46,11,2.85,3.75,6.18,93,4.39,94.95,5.31,94.43,-0.92,0.52,99.18,99.74,-0.56
"NICK.HOLDEN","2017-2018","NYR","D",48,786.25,662,806,-144,45.1,50.52,61.51,495,594,-99,45.45,37.77,45.33,370,443,-73,45.51,28.24,33.81,37,33,4,52.86,2.82,2.52,33.86,33.31,0.55,50.41,2.58,2.54,35,40,5,2.67,3.05,10,92.55,7.47,94.44,6.84,94.39,0.63,0.05,102.55,101.23,1.32
"NICK.JENSEN","2017-2018","DET","D",49,617.47,520,541,-21,49.01,50.53,52.57,405,420,-15,49.09,39.35,40.81,295,312,-17,48.6,28.67,30.32,20,24,-4,45.45,1.94,2.33,21.9,23.76,-1.86,47.96,2.13,2.31,35,30,-5,3.4,2.92,6.78,92.31,4.94,94.29,5.41,94.34,-0.47,-0.06,99.09,99.75,-0.66
"NICKLAS.BACKSTROM","2017-2018","WSH","C",51,718.43,700,656,44,51.62,58.46,54.79,507,519,-12,49.42,42.34,43.34,343,352,-9,49.35,28.65,29.4,30,19,11,61.22,2.51,1.59,28.73,29.09,-0.36,49.69,2.4,2.43,54,51,-3,4.51,4.26,8.75,94.6,5.92,96.34,5.67,94.39,0.25,1.94,103.35,100.06,3.29
"NICK.LEDDY","2017-2018","NYI","D",54,958.78,912,998,-86,47.75,57.07,62.45,660,752,-92,46.74,41.3,47.06,481,538,-57,47.2,30.1,33.67,38,53,-15,41.76,2.38,3.32,37.09,43.74,-6.65,45.89,2.32,2.74,47,48,1,2.94,3,7.9,90.15,5.76,92.95,5.62,94.18,0.14,-1.23,98.05,99.8,-1.75
"NICK.PAUL","2017-2018","OTT","L",11,81.53,67,55,12,54.92,49.31,40.48,53,44,9,54.64,39,32.38,35,35,0,50,25.76,25.76,1,4,-3,20,0.74,2.94,1.62,1.95,-0.33,45.38,1.19,1.44,1,2,1,0.74,1.47,2.86,88.57,1.89,90.91,3.06,95.57,-1.17,-4.66,91.43,98.62,-7.2
"NICK.RITCHIE","2017-2018","ANA","L",48,573.73,571,581,-10,49.57,59.71,60.76,445,434,11,50.63,46.54,45.39,323,293,30,52.44,33.78,30.64,22,22,0,50,2.3,2.3,25.38,24,1.38,51.4,2.65,2.51,49,42,-7,5.12,4.39,6.81,92.49,4.94,94.93,5.7,94.47,-0.76,0.46,99.3,100.17,-0.87
"NICK.SCHMALTZ","2017-2018","CHI","C",48,657.85,716,633,83,53.08,65.3,57.73,502,497,5,50.25,45.79,45.33,379,366,13,50.87,34.57,33.38,32,26,6,55.17,2.92,2.37,29.35,28.3,1.05,50.91,2.68,2.58,30,37,7,2.74,3.37,8.44,92.9,6.37,94.77,5.85,94.31,0.53,0.46,101.34,100.15,1.19
