"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Leo Komarov","TOR","C","56","700.73333333333","643.38","757.67","45.92","482.62","579.32","45.45","338.88","376.83","47.35","19.87","24.62","44.66","323.63","362.68","47.16","128.91","126.9","50.39","7.05","9.86","41.70","5.86","93.47","0.993","170","314","320","34.69"
"","Robert Hagg","PHI","D","54","840.06666666667","717.1","845.09","45.90","532.56","629.81","45.82","398.74","470.3","45.88","35.7","30.19","54.18","334.27","388.9","46.22","125.81","138.3","47.64","16.91","18","48.43","8.95","93.58","1.025","217","311","296","42.30"
"","Brendan Smith","NYR","D","44","658.75","591.02","696.93","45.89","464.87","533.32","46.57","344.91","385.2","47.24","30.7","29.44","51.05","299.76","376.44","44.33","139.35","163.44","46.02","20.51","13.43","60.43","8.90","92.36","1.013","202","222","189","51.66"
"","Kyle Turris","OTT","C","11","155.83333333333","143.1","168.81","45.88","118.11","126.43","48.30","81.62","98.59","45.29","4.25","7.04","37.64","62.53","78.26","44.42","21.16","21.44","49.67","1.1","2.02","35.24","5.20","92.86","0.981","62","56","39","61.39"
"","Michael McCarron","MTL","R","8","62.683333333333","44.7","52.73","45.88","32.18","38.3","45.66","17.48","28.67","37.87","2.06","1.96","51.29","15.21","20.76","42.29","5.23","8.05","39.36","1.08","1.94","35.68","11.78","93.18","1.050","18","21","22","45.00"
"","Nikolay Kulemin","NYI","L","13","118.36666666667","99.07","117","45.85","65.82","85.35","43.54","45.86","60.48","43.13","2.95","3.89","43.20","50.73","57.88","46.71","17.46","19.04","47.83","0.97","1.01","49.13","6.44","93.58","1.000","32","47","46","41.03"
"","Jonas Brodin","MIN","D","53","883.06666666667","748.07","883.53","45.85","581.41","654.35","47.05","429.9","476.89","47.41","46.03","33.47","57.90","396.1","371.28","51.62","168.62","141.01","54.46","27.38","13.66","66.71","10.71","92.98","1.037","252","316","299","45.74"
"","Evan Rodrigues","BUF","L","25","257.15","207.6","246.11","45.76","155.53","194.1","44.48","116.98","149.2","43.95","8.05","13.92","36.65","75.57","113.17","40.04","29.01","42.17","40.76","2.99","5.14","36.79","6.88","90.67","0.976","59","73","84","41.26"
"","Kevin Roy","ANA","L","25","299.41666666667","251.88","298.97","45.73","184.02","231.48","44.29","122.76","152.1","44.66","10.05","7.92","55.93","119.65","150.82","44.24","50.96","63.73","44.43","9.15","3.89","70.15","8.18","94.80","1.030","83","86","95","46.63"
"","Adam Henrique","N.J","C","24","274.85","251.99","299.23","45.72","190.74","233.65","44.95","132.66","171.79","43.57","8.26","12.19","40.39","122.17","147.42","45.32","46.1","53.77","46.16","6.13","4.02","60.44","6.22","92.91","0.991","76","95","106","41.76"
"","Markus Hannikainen","CBJ","L","27","197.81666666667","166.55","197.74","45.72","129.33","152.43","45.90","102.48","109.04","48.45","5.96","5.78","50.73","78.29","92.08","45.95","30.98","41.41","42.79","4.97","3.78","56.81","5.81","94.70","1.005","46","74","63","42.20"
"","Jaycob Megna","ANA","D","14","180.98333333333","175.39","208.62","45.67","127.59","164.06","43.75","95.09","111.21","46.09","5.95","9.82","37.72","74.77","96.33","43.70","29.48","37.29","44.15","4.99","6.85","42.15","6.25","91.17","0.974","54","62","65","45.38"
"","Markus Granlund","VAN","C","53","621.11666666667","518.48","617.81","45.63","384.61","476.8","44.65","277.57","336.72","45.19","11.81","24.93","32.14","220.79","313.44","41.33","70.91","103.01","40.77","6.84","15.17","31.08","4.25","92.60","0.968","144","230","240","37.50"
"","Nolan Patrick","PHI","C","45","463.9","415.43","494.99","45.63","318.98","374.81","45.98","230.19","255.32","47.41","15.94","14.14","52.99","195.32","231.91","45.72","69.14","91.3","43.10","10.08","8.9","53.13","6.92","94.46","1.014","156","170","131","54.36"
"","Casey Cizikas","NYI","C","45","468.85","400.45","477.69","45.60","290.1","354.37","45.01","220.72","257.97","46.11","17.64","23.29","43.10","207.53","242.29","46.14","95.63","102.99","48.15","13.89","12.51","52.60","7.99","90.97","0.990","87","220","237","26.85"
"","Fredrik Claesson","OTT","D","40","525.35","442.54","528.06","45.59","330.07","368.01","47.28","234.52","265.37","46.91","13.67","18.95","41.91","196.85","248.77","44.17","77.53","73.98","51.17","8.83","9.96","46.99","5.83","92.86","0.987","167","189","154","52.02"
"","Dylan Strome","ARI","C","11","116.95","111.21","132.74","45.59","86.96","95.06","47.77","62.03","63.54","49.40","2.02","1.99","50.33","56.77","54.85","50.86","24.41","23.72","50.71","0","1.98","0.00","3.25","96.87","1.001","53","37","33","61.63"
"","Rasmus Ristolainen","BUF","D","45","834.11666666667","719.48","860.95","45.52","558.73","660.79","45.82","416.1","486.37","46.11","20.84","31.32","39.95","314.39","363.97","46.35","116.74","135.7","46.25","12.16","25.22","32.53","5.01","93.56","0.986","300","321","310","49.18"
"","Matt Moulson","BUF","L","14","117.35","90.48","108.35","45.51","68.54","78.02","46.76","46.22","59.09","43.89","0","7.21","0.00","35.08","51.53","40.50","8.17","24.72","24.83","0","5.24","0.00","0.00","87.80","0.878","23","37","20","53.49"
"","Mirco Mueller","N.J","D","17","213.63333333333","183.65","219.86","45.51","136.31","173.2","44.04","94.3","121.38","43.72","8.06","10.83","42.65","97.09","94.12","50.78","38.04","36.05","51.35","5.02","6.96","41.89","8.54","91.08","0.996","70","61","73","48.95"
"","Tobias Rieder","ARI","R","53","682.33333333333","604.49","724.09","45.50","451.83","541.4","45.49","310.77","377.53","45.15","23.05","27.3","45.78","273.36","322.59","45.87","113.47","123.4","47.90","15.04","14.59","50.76","7.42","92.77","1.002","221","242","280","44.11"
"","Kevin Bieksa","ANA","D","49","734.15","642.65","770.06","45.49","482.94","591.17","44.96","335.68","402.78","45.46","12.87","27.07","32.23","325.72","399.35","44.92","146.01","161.79","47.44","6.98","16.93","29.18","3.83","93.28","0.971","195","246","239","44.93"
"","Andreas Athanasiou","DET","L","42","518.91666666667","447.34","536.15","45.49","347.68","413.77","45.66","251.48","305.17","45.18","20.75","29.85","41.00","226.45","280.48","44.67","91.82","116.45","44.09","13.76","18.74","42.34","8.25","90.22","0.985","172","183","183","48.45"
"","Lawson Crouse","ARI","L","11","114.11666666667","98.94","118.55","45.49","69.5","85.67","44.79","50.44","57.01","46.95","2.07","8.09","20.36","41.56","51.88","44.48","20","24.35","45.10","2.09","4.03","34.10","4.10","85.80","0.899","31","35","44","41.33"
"","Travis Zajac","N.J","C","36","451","361.71","433.58","45.48","276.76","313.46","46.89","202.67","219.93","47.96","13.85","21.7","38.95","177","200.46","46.89","66.44","73.08","47.62","9.85","11.65","45.83","6.83","90.13","0.970","123","153","163","43.01"
"","Kevin Connauton","ARI","D","46","608.38333333333","559.09","670.22","45.48","390.31","514.03","43.16","266.24","349.18","43.26","19.56","24.48","44.42","249.91","305.43","45.00","85.11","119.58","41.58","9.54","15.58","37.97","7.35","92.99","1.003","151","190","196","43.52"
"","Marco Scandella","BUF","D","54","981.03333333333","822.32","986.09","45.47","626.97","758.79","45.24","482.31","545.7","46.92","26.83","39.23","40.61","362.9","430.54","45.74","140.47","173.56","44.73","16.34","25.07","39.46","5.56","92.81","0.984","335","386","359","48.27"
"","Andrew MacDonald","PHI","D","39","643.46666666667","536.16","643.48","45.45","398.42","476.24","45.55","295.87","339.67","46.55","19.23","19.65","49.46","270.55","300.89","47.35","111.35","118.09","48.53","14.16","15.68","47.45","6.50","94.22","1.007","150","228","264","36.23"
"","Victor Antipin","BUF","D","30","408.31666666667","311.1","374.02","45.41","222.49","285.46","43.80","167.68","206.61","44.80","12.49","13.12","48.77","138.35","172.62","44.49","46.71","81.71","36.37","5.95","6.06","49.53","7.45","93.65","1.011","133","112","94","58.59"
"","Christian Dvorak","ARI","C","54","679.38333333333","613.8","738.5","45.39","446.12","578.52","43.54","308.21","397.29","43.69","22.6","38.92","36.73","292.93","338.04","46.43","119.18","146.48","44.86","15.37","24.85","38.22","7.33","90.20","0.975","216","246","271","44.35"
"","Kevin Hayes","NYR","C","48","628.91666666667","559.54","673.52","45.38","427.22","496.6","46.25","324.27","362.71","47.20","25.92","26.23","49.70","304.77","338.9","47.35","143.14","140.93","50.39","17.02","11.07","60.60","7.99","92.77","1.008","154","227","220","41.18"
"","Jared Boll","ANA","R","10","42.883333333333","32.81","39.51","45.37","25.11","27.34","47.87","21.42","22.37","48.91","1.88","2.11","47.06","14.92","20.58","42.04","4.6","7.34","38.53","0.93","1.07","46.46","8.76","90.56","0.993","18","12","12","60.00"
"","Luke Schenn","ARI","D","51","688.68333333333","633.45","762.64","45.37","451.98","563.85","44.49","317.39","388.65","44.95","13.8","25.85","34.81","284.03","339.33","45.56","110","125.78","46.65","10.69","15.33","41.08","4.35","93.35","0.977","175","212","243","41.87"
"","Corey Perry","ANA","R","44","594","543.26","654.69","45.35","409.43","492.17","45.41","293.95","350.72","45.60","29.88","31.73","48.50","281.86","327.36","46.27","105.86","122.39","46.38","15.95","20.35","43.94","10.17","90.95","1.011","183","243","168","52.14"
"","Valtteri Filppula","PHI","C","54","697.66666666667","568.7","687.06","45.29","413.51","495.83","45.47","308.97","355.56","46.49","19.03","22.32","46.01","259.25","324.79","44.39","92.62","118","43.98","10.09","13.15","43.42","6.16","93.72","0.999","209","246","202","50.85"
"","Zach Redmond","BUF","D","3","41.4","31.39","37.92","45.29","27.84","30.81","47.46","24.08","23.5","50.60","2.87","2.02","58.70","16.22","11.27","59.01","5.57","7.23","43.51","0.93","0.99","48.40","11.91","91.42","1.033","17","10","12","58.62"
"","Joel Hanley","ARI","D","4","41.4","39.41","47.65","45.27","32.55","33.68","49.15","20.18","25.04","44.63","3.01","1.88","61.59","20.41","19.29","51.40","12.2","13.37","47.72","1.99","0.93","68.17","14.90","92.51","1.074","13","11","7","65.00"
"","Mats Zuccarello","NYR","R","53","722.73333333333","629.84","761.64","45.26","491.14","541.34","47.57","374.27","383.99","49.36","27.88","30.55","47.71","351.6","372.19","48.58","161.63","147.61","52.27","16.75","14.46","53.66","7.45","92.04","0.995","213","257","206","50.84"
"","Shawn Matthias","WPG","L","25","237.11666666667","208.59","252.33","45.25","154.42","186","45.36","115.22","136.56","45.76","8.97","9.91","47.50","95.64","120.92","44.16","46.29","51.99","47.10","8.04","4.89","62.19","7.78","92.74","1.005","46","90","85","35.11"
"","Anton Lindholm","COL","D","38","427.23333333333","358.31","434.58","45.19","257.53","339.4","43.14","191.41","253.05","43.07","14.16","14.15","50.02","156.68","203.51","43.50","57.46","80.35","41.69","11.13","7.99","58.23","7.40","94.41","1.018","80","143","139","36.53"
"","Nic Petan","WPG","L","7","52.383333333333","36.41","44.18","45.18","27.16","37.44","42.04","19.15","28.64","40.07","1.96","2.09","48.49","14.06","20.26","40.97","8.89","8.9","49.98","0.98","1.02","49.23","10.25","92.71","1.030","7","18","15","31.82"
"","Jakob Chychrun","ARI","D","24","442.65","396.65","481.52","45.17","307.92","372.56","45.25","208.2","241.62","46.29","14","20.21","40.92","182.95","221.68","45.21","83.26","96.4","46.34","7.98","11.17","41.66","6.72","91.64","0.984","147","133","131","52.88"
"","Luca Sbisa","VGK","D","24","375.33333333333","343.98","417.89","45.15","263.32","307.61","46.12","191.43","217.73","46.79","15.79","12.63","55.56","194.26","189.13","50.67","80.29","60.7","56.95","9.83","8.67","53.13","8.25","94.20","1.024","90","155","136","39.82"
"","Matthew Peca","T.B","C","8","100.31666666667","83.09","101","45.14","59.86","76.37","43.94","49.98","55.08","47.57","9.4","2.98","75.92","39.66","52.92","42.84","17.81","17.18","50.90","5.2","0.99","83.99","18.81","94.59","1.134","29","35","39","42.65"
"","Lucas Wallmark","CAR","C","4","37.166666666667","29.66","36.11","45.10","23.13","28.51","44.79","19.33","18.66","50.88","1.96","3.02","39.32","12.84","20.6","38.40","5.6","10.09","35.71","1.02","2.09","32.74","10.12","83.82","0.939","12","12","9","57.14"
"","Chris Thorburn","STL","R","28","206.81666666667","186.55","227.48","45.06","138.54","161.41","46.19","102.96","116.71","46.87","5.93","9.71","37.91","76.14","109.47","41.02","30.29","43.5","41.05","3.8","3.81","49.93","5.76","91.68","0.974","41","78","94","30.37"
"","Sam Gagner","VAN","C","52","610.8","538.66","657.24","45.04","412.47","492.68","45.57","315.72","358.41","46.83","16.78","32.23","34.24","249.12","332.41","42.84","86.93","116.05","42.83","8.59","14.05","37.94","5.32","91.01","0.963","190","207","209","47.62"
"","Boo Nieves","NYR","C","28","263.05","223.19","272.37","45.04","167.47","195.17","46.18","121.35","149.19","44.85","13.11","7.83","62.60","116.17","148.65","43.87","49.13","68.89","41.63","7.18","4.87","59.59","10.80","94.75","1.056","58","93","71","44.96"
"","Tanner Kero","CHI","C","8","65.066666666667","64.98","79.34","45.02","48.12","52.96","47.60","35.57","44.39","44.49","3.94","1.89","67.59","32.54","34.89","48.26","9.4","10.9","46.33","1.9","0.93","67.11","11.08","95.74","1.068","21","27","26","44.68"
"","Filip Chlapik","OTT","C","10","81.583333333333","67.92","82.99","45.01","47.39","56.63","45.56","30.78","38.34","44.53","1.06","3.06","25.75","32.41","41.54","43.83","6.2","11.48","35.06","1.07","0","100.00","3.45","92.01","0.955","35","26","17","67.31"
"","J.T. Miller","NYR","L","54","711.2","634.78","776.07","44.99","493.89","586.17","45.73","370.72","438.98","45.78","33.78","27.49","55.13","340.26","388.97","46.66","155.4","155.93","49.92","22.69","19.44","53.87","9.11","93.74","1.028","251","240","205","55.04"
"","Andy Greene","N.J","D","52","843.9","697.35","852.89","44.98","538.72","617.4","46.60","389.81","440.9","46.92","34.03","36.11","48.52","343.72","410.21","45.59","157.32","122.81","56.16","23.27","18.89","55.20","8.73","91.81","1.005","225","368","380","37.19"
"","Brady Skjei","NYR","D","54","888.61666666667","779.88","954.25","44.97","602.5","710.68","45.88","448.04","510.49","46.74","30.7","41.04","42.79","413.81","475.13","46.55","196.66","201.62","49.38","26.71","23.07","53.66","6.85","91.96","0.988","336","304","220","60.43"
"","Nick Holden","NYR","D","49","791.21666666667","669.75","820.09","44.95","501.1","605.34","45.29","375.3","452.18","45.35","36.85","33.9","52.08","369.5","396.82","48.22","148.96","154.63","49.07","21.62","11.92","64.46","9.82","92.50","1.023","180","295","292","38.14"
"","Chandler Stephenson","WSH","C","40","427.98333333333","353.77","433.22","44.95","265.95","316.83","45.63","194.95","217.75","47.24","17.62","12.91","57.72","174.76","210.89","45.31","64.11","96.54","39.91","3.86","10.85","26.25","9.04","94.07","1.031","97","164","141","40.76"
"","Madison Bowey","WSH","D","45","579.03333333333","476.67","584.2","44.93","342.1","447.2","43.34","237.84","312.33","43.23","15.89","19","45.54","231.97","304.41","43.25","74.83","137.43","35.25","5.86","12.93","31.18","6.68","93.92","1.006","164","182","132","55.41"
"","Alex Goligoski","ARI","D","53","978.76666666667","886.2","1088.05","44.89","656.6","833.07","44.08","454.84","576.61","44.10","29.49","49.47","37.35","430.91","525.79","45.04","170.38","231.89","42.35","16.5","26.03","38.80","6.48","91.42","0.979","260","336","352","42.48"
"","Marcus Sorensen","S.J","L","18","156.91666666667","119.21","146.47","44.87","84.97","109.11","43.78","60.2","83.82","41.80","3.9","8.86","30.55","53.45","72.67","42.38","14.49","32.93","30.55","3.9","4.9","44.32","6.47","89.43","0.959","39","60","42","48.15"
"","Kenny Agostino","BOS","L","5","40.466666666667","34.65","42.61","44.85","28.31","28.44","49.88","21.33","22.63","48.52","0.98","1.93","33.71","19.16","19.93","49.02","7.99","8.15","49.50","0","0.93","0.00","4.60","91.47","0.961","9","12","15","37.50"
"","Alexandre Burrows","OTT","R","51","451.83333333333","360.56","443.61","44.84","264.07","308.99","46.08","178.53","219.53","44.85","9.97","15.16","39.68","155.86","199.99","43.80","50.61","77.96","39.36","5.98","8.89","40.21","5.59","93.09","0.987","134","168","129","50.95"
"","Ryan McDonagh","NYR","D","49","847.2","729.48","898.78","44.80","548.87","655.95","45.56","417.81","482.17","46.42","40.43","35.01","53.59","400.37","465.2","46.25","168.45","187.79","47.29","22.63","16.05","58.50","9.68","92.74","1.024","205","308","289","41.50"
"","Zack Smith","OTT","L","39","506.71666666667","478.45","590.18","44.77","373.17","425.5","46.72","252.47","319.06","44.17","12.28","34.36","26.33","207.3","288.92","41.78","73.99","104.79","41.38","6.96","15.18","31.43","4.86","89.23","0.941","143","205","161","47.04"
"","Benoit Pouliot","BUF","L","50","559.93333333333","463.51","572.33","44.75","342.55","438.22","43.87","254.01","299.89","45.86","14.04","26.03","35.03","191.14","265.7","41.84","67.15","96.38","41.07","7.2","15.02","32.39","5.53","91.32","0.968","180","213","172","51.14"
"","Sammy Blais","STL","L","10","95.316666666667","71.26","88.02","44.74","55.66","62.65","47.05","39.87","43.47","47.84","4.19","2","67.69","34.37","43.17","44.33","13.76","11.71","54.03","2.06","1.07","65.84","10.51","95.40","1.059","12","38","27","30.77"
"","Marc Staal","NYR","D","50","710.75","613.95","759.5","44.70","471.42","567.22","45.39","364.99","415.42","46.77","26.09","27.01","49.14","325.51","371.37","46.71","165.13","150.62","52.30","18.04","17.12","51.30","7.15","93.50","1.006","175","249","247","41.47"
"","Boone Jenner","CBJ","C","46","642.33333333333","576.66","713.63","44.69","444.02","506.33","46.72","314.68","366.98","46.16","18.97","25.7","42.47","294.79","339.7","46.46","121.88","134.81","47.48","13.01","11.68","52.69","6.03","93.00","0.990","174","210","331","34.46"
"","Daniel O'Regan","S.J","C","14","128.48333333333","99.94","123.95","44.64","76.28","95.49","44.41","53.82","61.91","46.51","5.09","5.14","49.74","48.57","65.89","42.43","19.25","26.86","41.75","2","3.22","38.31","9.45","91.69","1.011","38","40","41","48.10"
"","Brock Nelson","NYI","C","55","624.38333333333","529.33","656.99","44.62","383.25","490.49","43.86","273.7","371.59","42.41","24.98","27.12","47.94","254.36","368.44","40.84","97.81","142.69","40.67","6.92","20.04","25.67","9.13","92.70","1.018","192","233","178","51.89"
"","Ben Harpur","OTT","D","20","248.06666666667","222.21","276.01","44.60","147.44","192.41","43.38","110.91","137.95","44.57","7.05","11.8","37.41","105.44","129.79","44.83","28.58","49.26","36.72","6.1","5.95","50.63","6.36","91.44","0.978","71","92","103","40.80"
"","Michael Del Zotto","VAN","D","54","872.18333333333","736.06","915.11","44.58","560.07","694.06","44.66","422.17","521.3","44.75","30.21","44.96","40.19","358.71","501.81","41.69","133.22","182.94","42.14","15.04","24.2","38.33","7.16","91.37","0.985","286","289","285","50.09"
"","Dale Weise","PHI","R","35","348.36666666667","291.81","363.59","44.52","205.47","272.7","42.97","147.54","189.35","43.80","5.87","11.73","33.36","125.06","164.95","43.12","38.26","64.4","37.27","2.94","6.84","30.05","3.98","93.81","0.978","113","111","86","56.78"
"","Byron Froese","MTL","C","31","308.4","245.31","305.79","44.51","170.82","202.79","45.72","118.25","149.27","44.20","10.08","6.96","59.18","101.52","119.81","45.87","41.49","44.44","48.28","6.89","2.98","69.80","8.53","95.34","1.039","65","101","80","44.83"
"","Devante Smith-Pelly","WSH","R","49","551.93333333333","496.39","618.74","44.51","387.49","467.81","45.30","270.71","317.19","46.05","21.88","22.44","49.37","258.28","312.61","45.24","100.5","120.1","45.56","11.87","12.6","48.52","8.08","92.93","1.010","130","185","165","44.07"
"","Tyler Bertuzzi","DET","L","19","242.83333333333","202.93","253.23","44.49","160.97","189.14","45.98","113.96","138.11","45.21","11.89","13.61","46.63","97.65","125.87","43.69","35.41","43.1","45.10","7.05","7.53","48.33","10.44","90.14","1.006","58","90","95","37.91"
"","Melker Karlsson","S.J","C","48","548.53333333333","473.93","591.22","44.49","325.62","428.06","43.20","218.97","293.16","42.76","18.64","24.58","43.14","203.14","291.64","41.06","83.32","119.74","41.03","11.28","12.42","47.61","8.51","91.62","1.001","134","220","177","43.09"
"","Nathan Walker","EDM","L","2","18.583333333333","18.69","23.38","44.43","14.14","14.36","49.62","6.33","7.84","44.66","0","0","0.00","5.38","13.23","28.92","3.2","5.07","38.70","0","0","0.00","0.00","100.00","1.000","4","7","4","50.00"
"","Mike Blunden","OTT","R","1","6.5166666666667","4.76","5.95","44.40","3.86","5.03","43.43","2.97","3.09","48.97","0","0","0.00","2.76","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","3","1","0.00"
"","Jacob de la Rose","MTL","L","32","279.13333333333","222.21","278.3","44.40","159.9","189.42","45.77","122.23","143.62","45.98","5.88","10.88","35.09","105.96","119.08","47.08","45.36","44.82","50.30","5.81","4.95","53.99","4.81","92.43","0.972","83","100","67","55.33"
"","Jean-Gabriel Pageau","OTT","C","49","616.81666666667","555.64","697.21","44.35","423.64","485.4","46.60","289.77","338.99","46.09","18.64","25.09","42.63","236.59","326.78","42.00","93.95","119.05","44.11","11.86","14.08","45.73","6.43","92.60","0.990","164","255","248","39.81"
"","Anthony Peluso","WSH","R","2","9.2833333333333","3.97","5","44.26","4","4.97","44.61","3.03","2.97","50.44","0","0","0.00","2.04","2.97","40.73","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","6","2","50.00"
"","Kyle Criscuolo","BUF","C","8","62.833333333333","48.56","61.16","44.26","39.75","43.42","47.80","32.62","32.59","50.02","0","4.08","0.00","21.4","24.02","47.12","11.41","7.02","61.91","0","1.08","0.00","0.00","87.47","0.875","14","15","26","35.00"
"","Luke Witkowski","DET","R","19","114.58333333333","87.04","109.81","44.21","64.3","85.56","42.91","45.48","63.54","41.72","2.89","3.13","48.05","42.7","50.58","45.77","15.21","16.78","47.54","1.94","2.09","48.25","6.36","95.08","1.014","30","28","32","48.39"
"","Tom Kuhnhackl","PIT","R","50","392.1","304.69","384.61","44.20","217.48","276.25","44.05","159.66","198.77","44.54","10.07","15.06","40.07","143.43","167.04","46.20","56.6","63.44","47.15","6.16","8.22","42.85","6.30","92.42","0.987","86","141","150","36.44"
"","Nikolay Goldobin","VAN","R","14","147.31666666667","134.3","169.61","44.19","96.78","136.55","41.48","66.2","104.54","38.77","4.92","12.6","28.09","60.48","87.2","40.95","15.39","34.73","30.71","2.97","6.41","31.63","7.43","87.95","0.954","58","50","31","65.17"
"","Michael Bournival","T.B","L","4","36.966666666667","31.1","39.3","44.17","22.78","30.88","42.45","17.42","22.31","43.84","0","0","0.00","11.67","20.34","36.46","4.14","6.27","39.75","0","0","0.00","0.00","100.00","1.000","6","16","12","33.33"
"","Anthony Bitetto","NSH","D","23","297.68333333333","250.93","317.14","44.17","181.89","225.94","44.60","130.76","163.23","44.48","7.7","9.9","43.75","104.41","140.64","42.61","40.36","42.67","48.61","4.78","6.92","40.84","5.89","93.94","0.998","102","101","89","53.40"
"","Nikita Scherbak","MTL","R","5","48.9","36.94","46.75","44.14","25.54","30.24","45.79","18.64","20.59","47.51","0","0.94","0.00","21.23","15.01","58.59","7.31","6.12","54.40","0","0.93","0.00","0.00","95.45","0.954","15","17","9","62.50"
"","Brooks Orpik","WSH","D","53","872.81666666667","740.54","938.97","44.09","515.45","727.66","41.46","359.22","518.9","40.91","23.14","35.66","39.36","376.36","487.8","43.55","120.85","199.79","37.69","11.37","22.03","34.05","6.44","93.13","0.996","236","325","282","45.56"
"","Alex Chiasson","WSH","R","47","428.78333333333","340.56","432","44.08","236.6","335.2","41.38","166.38","239.08","41.03","14.84","18.92","43.96","170.27","229.89","42.55","63.41","96.03","39.77","8.98","10.86","45.26","8.92","92.09","1.010","112","180","129","46.47"
"","Andy Welinski","ANA","D","4","60.766666666667","47.67","60.73","43.98","32.43","50.79","38.97","20.21","38.27","34.56","2.04","0.98","67.56","25.54","30.55","45.53","10.13","15.6","39.36","1.07","0.97","52.35","10.11","97.44","1.075","22","21","22","50.00"
"","Jimmy Vesey","NYR","L","52","604.85","496.1","632.13","43.97","362.88","484.84","42.81","277.2","373.31","42.61","23.74","30.43","43.83","268.75","320.48","45.61","124.63","136.78","47.68","17.81","15.03","54.23","8.56","91.85","1.004","176","192","169","51.01"
"","Nate Thompson","OTT","C","43","409.45","312.85","398.83","43.96","238.29","269.94","46.89","172.14","191.99","47.27","13.65","18","43.12","130.72","183.41","41.61","46.84","67.26","41.05","6.97","7.77","47.28","7.93","90.62","0.985","101","150","147","40.73"
"","David Booth","DET","L","19","135.95","102.81","131.29","43.92","83.58","97.87","46.06","64.52","67.24","48.97","3.95","5.1","43.62","39.85","68.76","36.69","16.06","33.6","32.34","1.85","5.12","26.54","6.12","92.41","0.985","45","44","29","60.81"
"","Derek Dorsett","VAN","R","20","231.81666666667","166.06","212.28","43.89","130.8","160.48","44.90","95.22","113.12","45.70","6.99","10.13","40.83","71.93","119.11","37.65","29.05","45.15","39.15","4.98","6.23","44.43","7.34","91.04","0.984","48","101","107","30.97"
"","Scott Wilson","BUF","C","21","215.05","168.11","215.32","43.84","133.15","165.35","44.61","93.58","132.95","41.31","6.3","8.16","43.56","76.75","106.36","41.92","22.58","34.07","39.86","2.15","4.19","33.90","6.73","93.86","1.006","51","72","73","41.13"
"","Jonny Brodzinski","L.A","C","26","233.45","174.3","223.31","43.84","122.67","161.88","43.11","90.51","104.23","46.48","4.98","5.15","49.14","80.08","103.9","43.53","28.8","40.14","41.77","2.02","4.15","32.79","5.50","95.06","1.006","76","67","70","52.05"
"","Mike Cammalleri","L.A","C, L","15","145.03333333333","126","161.51","43.82","91.71","122.92","42.73","70.96","81.65","46.50","6.03","5","54.67","64.47","81.51","44.17","18.29","25.61","41.66","1.96","1.84","51.54","8.50","93.87","1.024","46","43","56","45.10"
"","Michael Grabner","NYR","R","53","625.58333333333","548.96","707.44","43.69","423.33","526.08","44.59","319.04","391.46","44.90","25.75","21.26","54.78","301.11","355.49","45.86","139.66","151.71","47.93","15.65","11.24","58.21","8.07","94.57","1.026","168","232","226","42.64"
"","Daniel Winnik","MIN","L","54","617.26666666667","500.41","646.35","43.64","366.63","473.32","43.65","276.77","321.79","46.24","19.8","21.42","48.03","201.29","277.44","42.05","90.87","108.06","45.68","12.89","9.7","57.05","7.15","93.34","1.005","190","231","214","47.03"
"","Aaron Ness","WSH","D","8","91.966666666667","75.65","97.96","43.58","61.86","79.45","43.77","46.47","56.2","45.26","6.11","3.86","61.25","40.91","48.75","45.63","7.11","21.07","25.23","0.99","1.89","34.36","13.14","93.13","1.063","20","36","29","40.82"
"","Casey Nelson","BUF","D","10","145.48333333333","103.46","134.27","43.52","75.86","99.97","43.14","54.58","76.68","41.58","1.92","6.16","23.75","30.82","54.45","36.14","13.52","27.68","32.82","1.91","4.22","31.23","3.52","91.96","0.955","43","41","30","58.90"
"","Adam Clendening","ARI","D","5","76.066666666667","72.08","93.65","43.49","56.82","68.97","45.17","41.55","49.11","45.83","4.05","5.03","44.60","37.64","53.29","41.39","18.14","24.75","42.29","3.05","4.07","42.87","9.74","89.76","0.995","20","28","24","45.45"
"","Jimmy Hayes","N.J","R","26","271.6","216.39","281.27","43.48","163.16","201.45","44.75","115.01","138.79","45.31","10.9","7.83","58.18","92.96","123.53","42.94","37.17","34.01","52.22","3.91","4.85","44.65","9.48","94.36","1.038","80","82","95","45.71"
"","Roland McKeown","CAR","D","3","31.483333333333","35.97","46.79","43.46","24.15","38.03","38.84","20.54","23.45","46.70","1.88","1.07","63.72","15.73","22.21","41.47","7.8","9.79","44.34","1.86","1.1","62.78","9.13","95.44","1.046","13","8","8","61.90"
"","Thomas Vanek","VAN","L","54","604.48333333333","496.72","646.7","43.44","383.98","493.05","43.78","296.51","355.33","45.49","25.28","27.09","48.28","244.35","343.99","41.53","95.57","112.03","46.03","16.19","15.15","51.66","8.53","92.38","1.009","236","198","167","58.56"
